Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Waterproof Phone Pouch Orange,waterproof-phone-pouch-orange,IPX8-rated waterproof case for phones. Clear touchscreen compatible. Lanyard included.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,orange,adult",TRUE,Active,product_7,,Color,Orange,,,,,,,,21.82,,,TRUE,,shopify,9,DENY,45,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Waterproof Phone Pouch Orange,,FALSE,Waterproof Phone Pouch Orange,IPX8-rated waterproof case for phones. Clear touchscreen compatible. Lanyard included.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Surf Watch - Kids Teal,surf-watch-kids-teal,Tide and swell tracking watch with GPS. Water resistant to 100m. Sunrise/sunset alerts.,FixIt,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,teal,kids",TRUE,Active,product_8,,Color,Teal,,,,,,,,287.11,,,TRUE,,shopify,5,DENY,55,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surf Watch - Kids Teal,,FALSE,Surf Watch - Kids Teal,Tide and swell tracking watch with GPS. Water resistant to 100m. Sunrise/sunset alerts.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Surfboard Wax Navy,surfboard-wax-navy,"Temperature-specific surf wax for optimal grip. Available in tropical, warm, cool, and cold formulas.",ReefTech,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,navy,adult",TRUE,Active,product_9,,Color,Navy,,,,,,,,5.02,6.02,,TRUE,,shopify,12,DENY,85,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surfboard Wax Navy,,FALSE,Surfboard Wax Navy,"Temperature-specific surf wax for optimal grip. Available in tropical, warm, cool, and cold formulas.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Wax Comb Charcoal,wax-comb-charcoal,Dual-sided wax comb for texturing and removing old wax. Built-in fin key.,WaxMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,charcoal,adult",TRUE,Active,product_10,,Color,Charcoal,,,,,,,,6.98,8.38,,TRUE,,shopify,13,DENY,30,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Wax Comb Charcoal,,FALSE,Wax Comb Charcoal,Dual-sided wax comb for texturing and removing old wax. Built-in fin key.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Surfboard Repair Kit Coral,surfboard-repair-kit-coral,"Complete ding repair kit with resin, hardener, cloth, and sandpaper. Fixes cracks and holes.",GripMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,coral,adult",TRUE,Active,product_11,,Color,Coral,,,,,,,,26.17,,,TRUE,,shopify,19,DENY,350,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surfboard Repair Kit Coral,,FALSE,Surfboard Repair Kit Coral,"Complete ding repair kit with resin, hardener, cloth, and sandpaper. Fixes cracks and holes.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Roof Rack Pads - Kids Sunset,roof-rack-pads-kids-sunset,Soft foam pads for transporting boards on your car roof. Universal fit with tie-down straps.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,sunset,kids",TRUE,Active,product_12,,Color,Sunset,,,,,,,,49.80,59.76,,TRUE,,shopify,21,DENY,600,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Roof Rack Pads - Kids Sunset,,FALSE,Roof Rack Pads - Kids Sunset,Soft foam pads for transporting boards on your car roof. Universal fit with tie-down straps.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Changing Mat Ice Blue,changing-mat-ice-blue,Waterproof mat for changing at the beach. Doubles as a wetsuit bag to keep your car dry.,FixIt,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,ice blue,adult",TRUE,Active,product_13,,Color,Ice Blue,,,,,,,,25.30,30.36,,TRUE,,shopify,21,DENY,300,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Changing Mat Ice Blue,,FALSE,Changing Mat Ice Blue,Waterproof mat for changing at the beach. Doubles as a wetsuit bag to keep your car dry.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Surf Ear Plugs Slate,surf-ear-plugs-slate,Medical-grade silicone ear plugs that block water but let sound through. Prevents surfer's ear.,ReefTech,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,slate,adult",TRUE,Active,product_14,,Color,Slate,,,,,,,,32.80,,,TRUE,,shopify,11,DENY,15,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surf Ear Plugs Slate,,FALSE,Surf Ear Plugs Slate,Medical-grade silicone ear plugs that block water but let sound through. Prevents surfer's ear.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Waterproof Phone Pouch Forest Green,waterproof-phone-pouch-forest-green,IPX8-rated waterproof case for phones. Clear touchscreen compatible. Lanyard included.,WaxMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,forest green,adult",TRUE,Active,product_15,,Color,Forest Green,,,,,,,,16.90,20.28,,TRUE,,shopify,11,DENY,45,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Waterproof Phone Pouch Forest Green,,FALSE,Waterproof Phone Pouch Forest Green,IPX8-rated waterproof case for phones. Clear touchscreen compatible. Lanyard included.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Surf Watch - Kids Black,surf-watch-kids-black,Tide and swell tracking watch with GPS. Water resistant to 100m. Sunrise/sunset alerts.,GripMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,black,kids",TRUE,Active,product_16,,Color,Black,,,,,,,,264.99,,,TRUE,,shopify,20,DENY,55,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surf Watch - Kids Black,,FALSE,Surf Watch - Kids Black,Tide and swell tracking watch with GPS. Water resistant to 100m. Sunrise/sunset alerts.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Surfboard Wax White,surfboard-wax-white,"Temperature-specific surf wax for optimal grip. Available in tropical, warm, cool, and cold formulas.",SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,white,adult",TRUE,Active,product_17,,Color,White,,,,,,,,7.20,8.64,,TRUE,,shopify,18,DENY,85,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surfboard Wax White,,FALSE,Surfboard Wax White,"Temperature-specific surf wax for optimal grip. Available in tropical, warm, cool, and cold formulas.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Wax Comb Blue,wax-comb-blue,Dual-sided wax comb for texturing and removing old wax. Built-in fin key.,FixIt,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,blue,adult",TRUE,Active,product_18,,Color,Blue,,,,,,,,5.31,,,TRUE,,shopify,19,DENY,30,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Wax Comb Blue,,FALSE,Wax Comb Blue,Dual-sided wax comb for texturing and removing old wax. Built-in fin key.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Surfboard Repair Kit Red,surfboard-repair-kit-red,"Complete ding repair kit with resin, hardener, cloth, and sandpaper. Fixes cracks and holes.",ReefTech,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,red,adult",TRUE,Active,product_19,,Color,Red,,,,,,,,14.10,,,TRUE,,shopify,12,DENY,350,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surfboard Repair Kit Red,,FALSE,Surfboard Repair Kit Red,"Complete ding repair kit with resin, hardener, cloth, and sandpaper. Fixes cracks and holes.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Roof Rack Pads - Kids Green,roof-rack-pads-kids-green,Soft foam pads for transporting boards on your car roof. Universal fit with tie-down straps.,WaxMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,green,kids",TRUE,Active,product_20,,Color,Green,,,,,,,,53.72,64.46,,TRUE,,shopify,23,DENY,600,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Roof Rack Pads - Kids Green,,FALSE,Roof Rack Pads - Kids Green,Soft foam pads for transporting boards on your car roof. Universal fit with tie-down straps.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Changing Mat Yellow,changing-mat-yellow,Waterproof mat for changing at the beach. Doubles as a wetsuit bag to keep your car dry.,GripMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,yellow,adult",TRUE,Active,product_21,,Color,Yellow,,,,,,,,20.09,,,TRUE,,shopify,16,DENY,300,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Changing Mat Yellow,,FALSE,Changing Mat Yellow,Waterproof mat for changing at the beach. Doubles as a wetsuit bag to keep your car dry.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Surf Ear Plugs Orange,surf-ear-plugs-orange,Medical-grade silicone ear plugs that block water but let sound through. Prevents surfer's ear.,SurfSafe,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,orange,adult",TRUE,Active,product_22,,Color,Orange,,,,,,,,43.44,52.13,,TRUE,,shopify,13,DENY,15,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surf Ear Plugs Orange,,FALSE,Surf Ear Plugs Orange,Medical-grade silicone ear plugs that block water but let sound through. Prevents surfer's ear.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Waterproof Phone Pouch Teal,waterproof-phone-pouch-teal,IPX8-rated waterproof case for phones. Clear touchscreen compatible. Lanyard included.,FixIt,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,teal,adult",TRUE,Active,product_23,,Color,Teal,,,,,,,,25.73,,,TRUE,,shopify,13,DENY,45,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Waterproof Phone Pouch Teal,,FALSE,Waterproof Phone Pouch Teal,IPX8-rated waterproof case for phones. Clear touchscreen compatible. Lanyard included.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Surf Watch - Kids Navy,surf-watch-kids-navy,Tide and swell tracking watch with GPS. Water resistant to 100m. Sunrise/sunset alerts.,ReefTech,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,navy,kids",TRUE,Active,product_24,,Color,Navy,,,,,,,,270.18,,,TRUE,,shopify,7,DENY,55,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surf Watch - Kids Navy,,FALSE,Surf Watch - Kids Navy,Tide and swell tracking watch with GPS. Water resistant to 100m. Sunrise/sunset alerts.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Kids,,,,new,FALSE,,,,,
Surfboard Wax Charcoal,surfboard-wax-charcoal,"Temperature-specific surf wax for optimal grip. Available in tropical, warm, cool, and cold formulas.",WaxMaster,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Accessories,"accessories,surfing,ocean,all-levels,unisex,charcoal,adult",TRUE,Active,product_25,,Color,Charcoal,,,,,,,,8.59,10.31,,TRUE,,shopify,12,DENY,85,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/accessories.png,1,Surfboard Wax Charcoal,,FALSE,Surfboard Wax Charcoal,"Temperature-specific surf wax for optimal grip. Available in tropical, warm, cool, and cold formulas.",,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,,Adult,,,,new,FALSE,,,,,
Board Shorts Black,board-shorts-black,Quick-dry stretch board shorts with secure pocket. 4-way stretch for unrestricted movement.,WaveWear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,unisex,black,adult",TRUE,Active,product_1,,Color,Black,,Gender,Unisex,,,,,57.75,,,TRUE,,shopify,13,DENY,200,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel-shorts.png,1,Board Shorts Black,,FALSE,Board Shorts Black,Quick-dry stretch board shorts with secure pocket. 4-way stretch for unrestricted movement.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Surf T-Shirt - Men's White,surf-t-shirt-men-s-white,Organic cotton tee with surf-inspired graphic print. Relaxed fit for casual comfort.,CoastalCo,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,male,white,adult",TRUE,Active,product_2,,Color,White,,Gender,Male,,,,,35.05,,,TRUE,,shopify,10,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Surf T-Shirt - Men's White,,FALSE,Surf T-Shirt - Men's White,Organic cotton tee with surf-inspired graphic print. Relaxed fit for casual comfort.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Beach Hoodie - Women's Blue,beach-hoodie-women-s-blue,Lightweight hoodie for post-surf warmth. Kangaroo pocket and drawstring hood.,BeachThreads,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,female,blue,adult",TRUE,Active,product_3,,Color,Blue,,Gender,Female,,,,,73.53,,,TRUE,,shopify,17,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Beach Hoodie - Women's Blue,,FALSE,Beach Hoodie - Women's Blue,Lightweight hoodie for post-surf warmth. Kangaroo pocket and drawstring hood.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Surf Cap - Kids Red,surf-cap-kids-red,Performance surf cap with chin strap. UPF 50+ protection and quick-dry fabric.,SaltLife,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,unisex,red,kids",TRUE,Active,product_4,,Color,Red,,Gender,Unisex,,,,,21.50,,,TRUE,,shopify,12,DENY,80,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Surf Cap - Kids Red,,FALSE,Surf Cap - Kids Red,Performance surf cap with chin strap. UPF 50+ protection and quick-dry fabric.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Kids,,,,new,FALSE,,,,,
Bikini Top - Men's Green,bikini-top-men-s-green,Sporty bikini top designed for active water sports. Secure fit with adjustable straps.,ReefStyle,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,male,green,adult",TRUE,Active,product_5,,Color,Green,,Gender,Male,,,,,48.37,58.04,,TRUE,,shopify,10,DENY,100,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Bikini Top - Men's Green,,FALSE,Bikini Top - Men's Green,Sporty bikini top designed for active water sports. Secure fit with adjustable straps.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Surf Poncho - Women's Yellow,surf-poncho-women-s-yellow,Oversized towel poncho for easy beach changing. Terry cotton with hood.,WaveWear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,female,yellow,adult",TRUE,Active,product_6,,Color,Yellow,,Gender,Female,,,,,59.65,71.58,,TRUE,,shopify,11,DENY,600,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Surf Poncho - Women's Yellow,,FALSE,Surf Poncho - Women's Yellow,Oversized towel poncho for easy beach changing. Terry cotton with hood.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Flip Flops Orange,flip-flops-orange,Comfortable reef-safe sandals with arch support. Non-slip sole for wet surfaces.,CoastalCo,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,unisex,orange,adult",TRUE,Active,product_7,,Color,Orange,,Gender,Unisex,,,,,43.82,,,TRUE,,shopify,18,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Flip Flops Orange,,FALSE,Flip Flops Orange,Comfortable reef-safe sandals with arch support. Non-slip sole for wet surfaces.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Waterproof Jacket - Men's Teal,waterproof-jacket-men-s-teal,Lightweight windbreaker for coastal conditions. Packable with waterproof zippers.,BeachThreads,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,male,teal,kids",TRUE,Active,product_8,,Color,Teal,,Gender,Male,,,,,117.17,140.60,,TRUE,,shopify,24,DENY,350,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Waterproof Jacket - Men's Teal,,FALSE,Waterproof Jacket - Men's Teal,Lightweight windbreaker for coastal conditions. Packable with waterproof zippers.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Kids,,,,new,FALSE,,,,,
Surf Beanie - Women's Navy,surf-beanie-women-s-navy,Warm merino wool beanie for cold morning sessions. Quick-dry and odor resistant.,SaltLife,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,female,navy,adult",TRUE,Active,product_9,,Color,Navy,,Gender,Female,,,,,22.69,27.23,,TRUE,,shopify,19,DENY,60,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Surf Beanie - Women's Navy,,FALSE,Surf Beanie - Women's Navy,Warm merino wool beanie for cold morning sessions. Quick-dry and odor resistant.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Reef Booties Charcoal,reef-booties-charcoal,Neoprene booties for reef protection and cold water. Split-toe design for board feel.,ReefStyle,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,unisex,charcoal,adult",TRUE,Active,product_10,,Color,Charcoal,,Gender,Unisex,,,,,41.66,,,TRUE,,shopify,10,DENY,300,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Reef Booties Charcoal,,FALSE,Reef Booties Charcoal,Neoprene booties for reef protection and cold water. Split-toe design for board feel.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Board Shorts - Men's Coral,board-shorts-men-s-coral,Quick-dry stretch board shorts with secure pocket. 4-way stretch for unrestricted movement.,WaveWear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,male,coral,adult",TRUE,Active,product_11,,Color,Coral,,Gender,Male,,,,,35.67,,,TRUE,,shopify,23,DENY,200,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel-shorts.png,1,Board Shorts - Men's Coral,,FALSE,Board Shorts - Men's Coral,Quick-dry stretch board shorts with secure pocket. 4-way stretch for unrestricted movement.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Surf T-Shirt - Women's Sunset,surf-t-shirt-women-s-sunset,Organic cotton tee with surf-inspired graphic print. Relaxed fit for casual comfort.,CoastalCo,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,female,sunset,kids",TRUE,Active,product_12,,Color,Sunset,,Gender,Female,,,,,26.19,,,TRUE,,shopify,6,DENY,180,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Surf T-Shirt - Women's Sunset,,FALSE,Surf T-Shirt - Women's Sunset,Organic cotton tee with surf-inspired graphic print. Relaxed fit for casual comfort.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Kids,,,,new,FALSE,,,,,
Beach Hoodie Ice Blue,beach-hoodie-ice-blue,Lightweight hoodie for post-surf warmth. Kangaroo pocket and drawstring hood.,BeachThreads,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,unisex,ice blue,adult",TRUE,Active,product_13,,Color,Ice Blue,,Gender,Unisex,,,,,62.43,74.92,,TRUE,,shopify,20,DENY,400,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Beach Hoodie Ice Blue,,FALSE,Beach Hoodie Ice Blue,Lightweight hoodie for post-surf warmth. Kangaroo pocket and drawstring hood.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
Surf Cap - Men's Slate,surf-cap-men-s-slate,Performance surf cap with chin strap. UPF 50+ protection and quick-dry fabric.,SaltLife,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,male,slate,adult",TRUE,Active,product_14,,Color,Slate,,Gender,Male,,,,,38.02,45.62,,TRUE,,shopify,20,DENY,80,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Surf Cap - Men's Slate,,FALSE,Surf Cap - Men's Slate,Performance surf cap with chin strap. UPF 50+ protection and quick-dry fabric.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Bikini Top - Women's Forest Green,bikini-top-women-s-forest-green,Sporty bikini top designed for active water sports. Secure fit with adjustable straps.,ReefStyle,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,female,forest green,adult",TRUE,Active,product_15,,Color,Forest Green,,Gender,Female,,,,,34.31,41.17,,TRUE,,shopify,21,DENY,100,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Bikini Top - Women's Forest Green,,FALSE,Bikini Top - Women's Forest Green,Sporty bikini top designed for active water sports. Secure fit with adjustable straps.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Surf Poncho - Kids Black,surf-poncho-kids-black,Oversized towel poncho for easy beach changing. Terry cotton with hood.,WaveWear,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,unisex,black,kids",TRUE,Active,product_16,,Color,Black,,Gender,Unisex,,,,,61.74,,,TRUE,,shopify,12,DENY,600,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Surf Poncho - Kids Black,,FALSE,Surf Poncho - Kids Black,Oversized towel poncho for easy beach changing. Terry cotton with hood.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Kids,,,,new,FALSE,,,,,
Flip Flops - Men's White,flip-flops-men-s-white,Comfortable reef-safe sandals with arch support. Non-slip sole for wet surfaces.,CoastalCo,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,male,white,adult",TRUE,Active,product_17,,Color,White,,Gender,Male,,,,,34.84,41.81,,TRUE,,shopify,8,DENY,250,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Flip Flops - Men's White,,FALSE,Flip Flops - Men's White,Comfortable reef-safe sandals with arch support. Non-slip sole for wet surfaces.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Male,Adult,,,,new,FALSE,,,,,
Waterproof Jacket - Women's Blue,waterproof-jacket-women-s-blue,Lightweight windbreaker for coastal conditions. Packable with waterproof zippers.,BeachThreads,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,female,blue,adult",TRUE,Active,product_18,,Color,Blue,,Gender,Female,,,,,117.56,,,TRUE,,shopify,17,DENY,350,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Waterproof Jacket - Women's Blue,,FALSE,Waterproof Jacket - Women's Blue,Lightweight windbreaker for coastal conditions. Packable with waterproof zippers.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Female,Adult,,,,new,FALSE,,,,,
Surf Beanie Red,surf-beanie-red,Warm merino wool beanie for cold morning sessions. Quick-dry and odor resistant.,SaltLife,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Apparel,"apparel,surfing,ocean,all-levels,unisex,red,adult",TRUE,Active,product_19,,Color,Red,,Gender,Unisex,,,,,21.30,,,TRUE,,shopify,19,DENY,60,g,TRUE,manual,https://shopify-dummy.inops.io/product-images/apparel.png,1,Surf Beanie Red,,FALSE,Surf Beanie Red,Warm merino wool beanie for cold morning sessions. Quick-dry and odor resistant.,,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing,Unisex,Adult,,,,new,FALSE,,,,,
